timestamp,action,file_id,operator,details
2026-03-08T22:33:25Z,PII_DETECT,mail-0015,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0015,system,terms=4
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0015,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0033,system,source=00-setup/sample-data/mail-0033.json; size=385
2026-03-08T22:33:25Z,PII_DETECT,mail-0033,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0033,system,terms=2
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0033,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0032,system,source=00-setup/sample-data/mail-0032.json; size=498
2026-03-08T22:33:25Z,PII_DETECT,mail-0032,system,emails=1; phones=0
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0032,system,terms=4
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0032,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0011,system,source=00-setup/sample-data/mail-0011.eml; size=523
2026-03-08T22:33:25Z,PII_DETECT,mail-0011,system,emails=1; phones=2
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0011,system,terms=4
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0011,system,duplicate_of=mail-0037
2026-03-08T22:33:25Z,INGEST,mail-0005,system,source=00-setup/sample-data/mail-0005.eml; size=453
2026-03-08T22:33:25Z,PII_DETECT,mail-0005,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0005,system,terms=4
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0005,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0004,system,source=00-setup/sample-data/mail-0004.eml; size=531
2026-03-08T22:33:25Z,PII_DETECT,mail-0004,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0004,system,terms=3
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0004,system,duplicate_of=self
